line,section_or_table,literal,value,category,source_file,source_key_or_derivation,source_value,mapping_scope,status,context
398,Quote-quality filter,0,0.0,theoretical constant,,"the T -> 0 limit of the decoder and the max(., 0) floor of the static no-arbitrage bounds; definitional, not measured  [the T -> 0 limit of the decoder and the max(., 0) floor of the static no-arbitrage bounds; definitional, not measured]",0.0,global,EXACT,"date under the settlement-aware maturity cut, so the $T{=}0$ degeneracy discussed in"
403,Train/validation/test split,10,10.0,dataset/config/provenance,results/spline_boundary_decomposition_v5.json,"results.option_type=call.grid.abs_delta_bounds.0  [the surface grid's lower |delta| and lower tenor (10-day) boundary, which is what most occurrences mean. The same literal is also the 80/10/10 split shares, the +-10%% band in Figure F5, the squared-log-error tail threshold, and min_finetune_epochs=10 in every run's config.json]",10.0,global,EXACT,"The 80/10/10 split is by unique trade date, not by row: all contracts quoted on a given date are"
403,Train/validation/test split,10,10.0,dataset/config/provenance,results/spline_boundary_decomposition_v5.json,"results.option_type=call.grid.abs_delta_bounds.0  [the surface grid's lower |delta| and lower tenor (10-day) boundary, which is what most occurrences mean. The same literal is also the 80/10/10 split shares, the +-10%% band in Figure F5, the squared-log-error tail threshold, and min_finetune_epochs=10 in every run's config.json]",10.0,global,EXACT,"The 80/10/10 split is by unique trade date, not by row: all contracts quoted on a given date are"
403,Train/validation/test split,80,80.0,derived statistic,wrds_data_2020-2025/DATASET_MANIFEST.json,"100.0 * J('wrds_data_2020-2025/DATASET_MANIFEST.json','datasets.v5.files.call.splits.train.n_dates') / (J('wrds_data_2020-2025/DATASET_MANIFEST.json','datasets.v5.files.call.splits.train.n_dates') + J('wrds_data_2020-2025/DATASET_MANIFEST.json','datasets.v5.files.call.splits.val.n_dates') + J('wrds_data_2020-2025/DATASET_MANIFEST.json','datasets.v5.files.call.splits.test.n_dates'))  [the '80' of the 80/10/10 date split: 2,128 of 2,661 unique trade dates = 79.97%  [by-line review: train share of the 80/10/10 by-date split]]",79.96993611424277,line,DERIVED,"The 80/10/10 split is by unique trade date, not by row: all contracts quoted on a given date are"
406,Train/validation/test split,21,21.0,dataset/config/provenance,train_model_v3/call/results_spot_history_v5/config.json,grid_h  [trailing trading days in the SPX/VIX history windows],21.0,global,EXACT,whatsoever crosses a split boundary. The 21-trading-day trailing SPX and VIX feature windows reach back
416,What is not reconstructed,"13{,}595{,}211",13595211.0,dataset/config/provenance,wrds_data_2020-2025/VALIDATION_v5.json,"files.option_type=call.parquet_rows_all_types  [post-preprocessing parquet total, both option types, before the maturity cut]",13595211.0,global,EXACT,"pipeline; only the post-preprocessing parquet total (13{,}595{,}211 rows, both option types combined,"
426,Data availability,108105,108105.0,dataset/config/provenance,wrds_data_2020-2025/pre_process_1_data_v4.py,"regex SECID\s*=\s*(\d+)  [OptionMetrics secid for the S&P 500 index, as used by the preprocessing code]",108105.0,global,EXACT,dataset used here from the raw SPX options tables (secid 108105) and CBOE VIX history using the
437,Core training runs,100,100.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,epochs_adam  [Adam-phase epochs],100.0,global,EXACT,Section~\ref{sec:data} with a shared training configuration: a first phase of Adam optimization (100
438,Core training runs,10^{-3},0.001,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,lr  [Adam-phase learning rate],0.001,global,EXACT,"epochs, learning rate $10^{-3}$, reduce-on-plateau scheduling) followed by a fine-tuning phase (50"
438,Core training runs,50,50.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,epochs_finetune  [fine-tuning epochs; the same literal is also the |delta|=50 column the spline baseline's fixed point is initialised at],50.0,global,EXACT,"epochs, learning rate $10^{-3}$, reduce-on-plateau scheduling) followed by a fine-tuning phase (50"
439,Core training runs,1.0,1.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,grad_clip  [gradient-norm clipping threshold],1.0,global,EXACT,"epochs, learning rate $10^{-5}$); batch size 256; gradient-norm clipping at 1.0; early stopping on"
439,Core training runs,10^{-5},1e-05,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,finetune_lr  [fine-tuning learning rate],1e-05,global,EXACT,"epochs, learning rate $10^{-5}$); batch size 256; gradient-norm clipping at 1.0; early stopping on"
439,Core training runs,256,256.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,batch_size  [training batch size],256.0,global,EXACT,"epochs, learning rate $10^{-5}$); batch size 256; gradient-norm clipping at 1.0; early stopping on"
440,Core training runs,42,42.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,seed  [canonical seed for all twelve core runs],42.0,global,EXACT,validation MSE with patience 5 in each phase. All twelve runs use seed 42; the four headline
440,Core training runs,5,5.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,patience_adam  [early-stopping patience in each phase; the same literal is also the SPX-history grid width (21x5) and Figure F3's 5x9 grid],5.0,global,EXACT,validation MSE with patience 5 in each phase. All twelve runs use seed 42; the four headline
441,Core training runs,43,43.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5_seed43/config.json,seed  [replication seed],43.0,global,EXACT,"IV-surface runs (call/put $\times$ architecture A/B) are additionally trained at two more seeds (43,"
442,Core training runs,44,44.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5_seed44/config.json,seed  [replication seed],44.0,global,EXACT,44) to give a dispersion estimate for the architecture comparison and for the surface branch's own
446,Core training runs,1,1.0,experiment output,train_model_v3/call/results_spot_history_v5/loss_history.txt,"max(min(EPOCHS('train_model_v3/call/results_spot_history_v5/loss_history.txt'), key=lambda r: r[2])[0], min(EPOCHS('train_model_v3/put/results_spot_history_don_v5/loss_history.txt'), key=lambda r: r[2])[0])  [both SPX-history runs named in the sentence (call arch A, put arch B) reach their lowest validation loss at epoch 1: 0.248027 and 0.252674, against final 0.305326 and 0.318117]",1.0,line,DERIVED,"architecture A and put SPX history with architecture B, reached their best validation loss at epoch 1"
447,Core training runs,16,16.0,experiment output,train_model_v3/call/results_spot_history_v5/loss_history.txt,"max(len(EPOCHS('train_model_v3/call/results_spot_history_v5/loss_history.txt')), len(EPOCHS('train_model_v3/put/results_spot_history_don_v5/loss_history.txt')))  [epochs recorded in the two SPX-history loss histories (call arch A, put arch B); both stop at 16]",16.0,global,DERIVED,of the 16 epochs recorded and never improved on it
461,Baselines,0,0.0,theoretical constant,,"the T -> 0 limit of the decoder and the max(., 0) floor of the static no-arbitrage bounds; definitional, not measured  [the T -> 0 limit of the decoder and the max(., 0) floor of the static no-arbitrage bounds; definitional, not measured]",0.0,global,EXACT,"$\max(\mathrm{fwd}-\mathrm{disc},0)$ and a put at $\max(\mathrm{disc}-\mathrm{fwd},0)$ in $V/K$ units"
461,Baselines,0,0.0,theoretical constant,,"the T -> 0 limit of the decoder and the max(., 0) floor of the static no-arbitrage bounds; definitional, not measured  [the T -> 0 limit of the decoder and the max(., 0) floor of the static no-arbitrage bounds; definitional, not measured]",0.0,global,EXACT,"$\max(\mathrm{fwd}-\mathrm{disc},0)$ and a put at $\max(\mathrm{disc}-\mathrm{fwd},0)$ in $V/K$ units"
465,Baselines,11,11.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,grid_h  [surface grid maturities],11.0,global,EXACT,"interpolation (nearest-neighbor, bilinear, and cubic-spline fits to the observed $11 \times 17$"
465,Baselines,17,17.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,grid_w  [surface grid delta points],17.0,global,EXACT,"interpolation (nearest-neighbor, bilinear, and cubic-spline fits to the observed $11 \times 17$"
468,Baselines,"300{,}000",300000.0,dataset/config/provenance,results/baselines_v5.json,"records.option_type=call&baseline=const_sigma.params.n_fit_rows  [every fitted baseline constant (const_sigma, const_sigma_pxfit, vix_level_scaled*, realized/ewma *_scaled*) records n_fit_rows 300000, fitted_on 'split_id==0 (train)', subsample_seed 0]",300000.0,global,EXACT,"factor alike, is fitted on one fixed uniform 300{,}000-row subsample of the training split drawn with"
469,Baselines,0,0.0,theoretical constant,,"the T -> 0 limit of the decoder and the max(., 0) floor of the static no-arbitrage bounds; definitional, not measured  [the T -> 0 limit of the decoder and the max(., 0) floor of the static no-arbitrage bounds; definitional, not measured]",0.0,global,EXACT,"seed 0 (\texttt{results/baselines\_v5.json}), not on the full training split. The same"
481,Baselines,0.7,0.7,dataset/config/provenance,analysis/baselines.py,regex damping=([0-9.]+)  [damping factor of the spline baseline's delta fixed-point iteration (surface_sigma default)],0.7,global,EXACT,"damping 0.7, initialized at the at-the-money $|\delta| = 50$ column, tolerance $10^{-6}$), and report"
481,Baselines,10^{-6},1e-06,theoretical constant,,"two distinct roles: the spline baseline's fixed-point tolerance and the reproduction tolerance in analysis/spline_boundary_decomposition.py (--tol 1e-6). The THIRD occurrence, the per-query evaluator agreement on L1020, is a different claim and is overridden per line  [two distinct roles: the spline baseline's fixed-point tolerance and the reproduction tolerance in analysis/spline_boundary_decomposition.py (--tol 1e-6). The THIRD occurrence, the per-query evaluator agreement on L1020, is a different claim and is overridden per line]",1e-06,global,EXACT,"damping 0.7, initialized at the at-the-money $|\delta| = 50$ column, tolerance $10^{-6}$), and report"
481,Baselines,50,50.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,epochs_finetune  [fine-tuning epochs; the same literal is also the |delta|=50 column the spline baseline's fixed point is initialised at],50.0,global,EXACT,"damping 0.7, initialized at the at-the-money $|\delta| = 50$ column, tolerance $10^{-6}$), and report"
485,Baselines,10,10.0,dataset/config/provenance,results/spline_boundary_decomposition_v5.json,"results.option_type=call.grid.abs_delta_bounds.0  [the surface grid's lower |delta| and lower tenor (10-day) boundary, which is what most occurrences mean. The same literal is also the 80/10/10 split shares, the +-10%% band in Figure F5, the squared-log-error tail threshold, and min_finetune_epochs=10 in every run's config.json]",10.0,global,EXACT,"10 or above 730 days, deltas outside the $10$--$90$ band) are clamped to the nearest grid boundary"
485,Baselines,10,10.0,dataset/config/provenance,results/spline_boundary_decomposition_v5.json,"results.option_type=call.grid.abs_delta_bounds.0  [the surface grid's lower |delta| and lower tenor (10-day) boundary, which is what most occurrences mean. The same literal is also the 80/10/10 split shares, the +-10%% band in Figure F5, the squared-log-error tail threshold, and min_finetune_epochs=10 in every run's config.json]",10.0,global,EXACT,"10 or above 730 days, deltas outside the $10$--$90$ band) are clamped to the nearest grid boundary"
485,Baselines,730,730.0,dataset/config/provenance,results/spline_boundary_decomposition_v5.json,results.option_type=call.grid.day_bounds.1  [upper tenor bound (calendar days) of the standardized surface grid],730.0,global,EXACT,"10 or above 730 days, deltas outside the $10$--$90$ band) are clamped to the nearest grid boundary"
485,Baselines,90,90.0,dataset/config/provenance,results/spline_boundary_decomposition_v5.json,"results.option_type=call.grid.abs_delta_bounds.1  [upper |delta| bound of the OptionMetrics standardized surface grid, as read off the grid itself; the same literal is also a Figure F2 maturity-bucket edge (90 days)]",90.0,global,EXACT,"10 or above 730 days, deltas outside the $10$--$90$ band) are clamped to the nearest grid boundary"
487,Baselines,"227{,}607",227607.0,experiment output,results/baselines_v5.json,records.option_type=call&baseline=surface_spline.diagnostics.n_out_of_grid_delta  [cubic-spline surface baseline grid-clamping diagnostic],227607.0,global,EXACT,"not report. On the test split this clamping reaches a large minority of rows: 227{,}607 call and"
488,Baselines,"170{,}616",170616.0,experiment output,results/baselines_v5.json,records.option_type=call&baseline=surface_spline.diagnostics.n_out_of_grid_tenor  [cubic-spline surface baseline grid-clamping diagnostic],170616.0,global,EXACT,"602{,}724 put rows are clamped on the delta axis, and 170{,}616 call and 274{,}497 put rows on the"
488,Baselines,"274{,}497",274497.0,experiment output,results/baselines_v5.json,records.option_type=put&baseline=surface_spline.diagnostics.n_out_of_grid_tenor  [cubic-spline surface baseline grid-clamping diagnostic],274497.0,global,EXACT,"602{,}724 put rows are clamped on the delta axis, and 170{,}616 call and 274{,}497 put rows on the"
488,Baselines,"602{,}724",602724.0,experiment output,results/baselines_v5.json,records.option_type=put&baseline=surface_spline.diagnostics.n_out_of_grid_delta  [cubic-spline surface baseline grid-clamping diagnostic],602724.0,global,EXACT,"602{,}724 put rows are clamped on the delta axis, and 170{,}616 call and 274{,}497 put rows on the"
492,Baselines,0.7628,0.7628,experiment output,results/baselines_v5.json,"records.option_type=call&baseline=surface_nearest.metrics.all.r2_log_filtered  [baseline table, call surface_nearest]",0.7628444293009446,global,ROUNDED-OK,"it is the strongest of the three on both option types (calls, $R^2(\log)$: 0.7628 nearest, 0.7641"
492,Baselines,0.7641,0.7641,experiment output,results/baselines_v5.json,"records.option_type=call&baseline=surface_bilinear.metrics.all.r2_log_filtered  [baseline table, call surface_bilinear]",0.7641318660253549,global,ROUNDED-OK,"it is the strongest of the three on both option types (calls, $R^2(\log)$: 0.7628 nearest, 0.7641"
493,Baselines,0.7642,0.7642,experiment output,results/baselines_v5.json,"records.option_type=call&baseline=surface_spline.metrics.all.r2_log_filtered  [baseline table, call surface_spline  [by-line review: call IV-surface-spline baseline R2(log)]]",0.7641812033041802,line,ROUNDED-OK,"bilinear, 0.7642 spline), and because it is the smoothest, which is the fairest comparator against a"
504,Ablation: per-query vs.\ scalar $\hat\sigma$,42,42.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,seed  [canonical seed for all twelve core runs],42.0,global,EXACT,"ablation's per-query reference run, it is trained at a single seed (42) and is not replicated, so the"
513,Greeks consistency check,"2{,}000",2000.0,dataset/config/provenance,results/greeks_check_call_v5.json,n_sampled  [sampled test contracts per option type in the greeks check],2000.0,global,EXACT,"For the trained IV-surface, architecture-A models, we sample 2{,}000 test contracts per option type and"
528,Main results across market-state inputs and architectures,1,1.0,theoretical constant,,"the 1x1-convolution skip connections, the 1-D native form of the history tensors, and the T <= 1 day maturity cut; definitional or config (see 24 hours)  [the 1x1-convolution skip connections, the 1-D native form of the history tensors, and the T <= 1 day maturity cut; definitional or config (see 24 hours)]",1.0,global,EXACT,"maturity filter removes every contract with $T \leq 1$ day, $R^2(\log, \text{full})$ and $R^2(\log,"
529,Main results across market-state inputs and architectures,1,1.0,theoretical constant,,"the 1x1-convolution skip connections, the 1-D native form of the history tensors, and the T <= 1 day maturity cut; definitional or config (see 24 hours)  [the 1x1-convolution skip connections, the 1-D native form of the history tensors, and the T <= 1 day maturity cut; definitional or config (see 24 hours)]",1.0,global,EXACT,"T{>}1\text{ day})$ coincide numerically on this dataset, so we report a single log-$R^2$ column."
534,tab:t1,42,42.0,dataset/config/provenance,train_model_v3/call/results_vol_surface_v5/config.json,seed  [canonical seed for all twelve core runs],42.0,global,EXACT,\caption{Test-set metrics for all twelve core runs (seed 42). $R^2(\log)$ is on $\log(V/K)$;
541,tab:t1,0.000641,0.000641,experiment output,train_model_v3/call/results_vol_surface_v5/metrics.json,mae_price  [Table T1 / all_metrics_v5.csv row call/results_vol_surface_v5],0.0006407989714068488,global,ROUNDED-OK,Call & IV surface  & A & 0.999977 & \textbf{0.991044} & 0.221894 & 0.000641 \\
541,tab:t1,0.221894,0.221894,experiment output,train_model_v3/call/results_vol_surface_v5/metrics.json,rmse_log  [Table T1 / all_metrics_v5.csv row call/results_vol_surface_v5  [by-line review: call IV-surface architecture-A RMSE(log)]],0.22189425443277289,line,ROUNDED-OK,Call & IV surface  & A & 0.999977 & \textbf{0.991044} & 0.221894 & 0.000641 \\
541,tab:t1,0.991044,0.991044,experiment output,train_model_v3/call/results_vol_surface_v5/metrics.json,r2_log_filtered  [Table T1 / all_metrics_v5.csv row call/results_vol_surface_v5  [by-line review: call IV-surface architecture-A R2(log)]],0.9910440400919907,line,ROUNDED-OK,Call & IV surface  & A & 0.999977 & \textbf{0.991044} & 0.221894 & 0.000641 \\
541,tab:t1,0.999977,0.999977,experiment output,train_model_v3/call/results_vol_surface_v5/metrics.json,r2_price  [Table T1 / all_metrics_v5.csv row call/results_vol_surface_v5  [by-line review: call IV-surface architecture-A R2(price)]],0.9999769213678237,line,ROUNDED-OK,Call & IV surface  & A & 0.999977 & \textbf{0.991044} & 0.221894 & 0.000641 \\
542,tab:t1,0.000739,0.000739,experiment output,train_model_v3/call/results_vol_surface_don_v5/metrics.json,mae_price  [Table T1 / all_metrics_v5.csv row call/results_vol_surface_don_v5],0.0007388780879945163,global,ROUNDED-OK,Call & IV surface  & B & 0.999914 & 0.990290 & 0.231041 & 0.000739 \\
542,tab:t1,0.231041,0.231041,experiment output,train_model_v3/call/results_vol_surface_don_v5/metrics.json,rmse_log  [Table T1 / all_metrics_v5.csv row call/results_vol_surface_don_v5],0.2310413108092231,global,ROUNDED-OK,Call & IV surface  & B & 0.999914 & 0.990290 & 0.231041 & 0.000739 \\
542,tab:t1,0.990290,0.99029,experiment output,train_model_v3/call/results_vol_surface_don_v5/metrics.json,r2_log_filtered  [Table T1 / all_metrics_v5.csv row call/results_vol_surface_don_v5],0.9902904454431337,global,ROUNDED-OK,Call & IV surface  & B & 0.999914 & 0.990290 & 0.231041 & 0.000739 \\
542,tab:t1,0.999914,0.999914,experiment output,train_model_v3/call/results_vol_surface_don_v5/metrics.json,r2_price  [Table T1 / all_metrics_v5.csv row call/results_vol_surface_don_v5],0.9999138031718999,global,ROUNDED-OK,Call & IV surface  & B & 0.999914 & 0.990290 & 0.231041 & 0.000739 \\
543,tab:t1,0.003569,0.003569,experiment output,train_model_v3/call/results_spot_history_v5/metrics.json,mae_price  [Table T1 / all_metrics_v5.csv row call/results_spot_history_v5],0.003569309829194007,global,ROUNDED-OK,Call & SPX history & A & 0.999812 & 0.922020 & 0.654761 & 0.003569 \\
543,tab:t1,0.654761,0.654761,experiment output,train_model_v3/call/results_spot_history_v5/metrics.json,rmse_log  [Table T1 / all_metrics_v5.csv row call/results_spot_history_v5],0.6547609445280036,global,ROUNDED-OK,Call & SPX history & A & 0.999812 & 0.922020 & 0.654761 & 0.003569 \\
543,tab:t1,0.922020,0.92202,experiment output,train_model_v3/call/results_spot_history_v5/metrics.json,r2_log_filtered  [Table T1 / all_metrics_v5.csv row call/results_spot_history_v5],0.9220195818490409,global,ROUNDED-OK,Call & SPX history & A & 0.999812 & 0.922020 & 0.654761 & 0.003569 \\
543,tab:t1,0.999812,0.999812,experiment output,train_model_v3/call/results_spot_history_v5/metrics.json,r2_price  [Table T1 / all_metrics_v5.csv row call/results_spot_history_v5],0.999811806325173,global,ROUNDED-OK,Call & SPX history & A & 0.999812 & 0.922020 & 0.654761 & 0.003569 \\
544,tab:t1,0.002769,0.002769,experiment output,train_model_v3/call/results_spot_history_don_v5/metrics.json,mae_price  [Table T1 / all_metrics_v5.csv row call/results_spot_history_don_v5],0.00276885807533094,global,ROUNDED-OK,Call & SPX history & B & 0.999181 & 0.944390 & 0.552923 & 0.002769 \\
544,tab:t1,0.552923,0.552923,experiment output,train_model_v3/call/results_spot_history_don_v5/metrics.json,rmse_log  [Table T1 / all_metrics_v5.csv row call/results_spot_history_don_v5],0.5529232797225873,global,ROUNDED-OK,Call & SPX history & B & 0.999181 & 0.944390 & 0.552923 & 0.002769 \\
544,tab:t1,0.944390,0.94439,experiment output,train_model_v3/call/results_spot_history_don_v5/metrics.json,r2_log_filtered  [Table T1 / all_metrics_v5.csv row call/results_spot_history_don_v5],0.9443903992004695,global,ROUNDED-OK,Call & SPX history & B & 0.999181 & 0.944390 & 0.552923 & 0.002769 \\
544,tab:t1,0.999181,0.999181,experiment output,train_model_v3/call/results_spot_history_don_v5/metrics.json,r2_price  [Table T1 / all_metrics_v5.csv row call/results_spot_history_don_v5],0.9991813576431201,global,ROUNDED-OK,Call & SPX history & B & 0.999181 & 0.944390 & 0.552923 & 0.002769 \\
545,tab:t1,0.003114,0.003114,experiment output,train_model_v3/call/results_vix_history_v5/metrics.json,mae_price  [Table T1 / all_metrics_v5.csv row call/results_vix_history_v5],0.0031143493422382384,global,ROUNDED-OK,Call & VIX history & A & 0.999848 & 0.921333 & 0.657639 & 0.003114 \\
545,tab:t1,0.657639,0.657639,experiment output,train_model_v3/call/results_vix_history_v5/metrics.json,rmse_log  [Table T1 / all_metrics_v5.csv row call/results_vix_history_v5],0.6576388386943245,global,ROUNDED-OK,Call & VIX history & A & 0.999848 & 0.921333 & 0.657639 & 0.003114 \\
545,tab:t1,0.921333,0.921333,experiment output,train_model_v3/call/results_vix_history_v5/metrics.json,r2_log_filtered  [Table T1 / all_metrics_v5.csv row call/results_vix_history_v5],0.921332575112781,global,ROUNDED-OK,Call & VIX history & A & 0.999848 & 0.921333 & 0.657639 & 0.003114 \\
545,tab:t1,0.999848,0.999848,experiment output,train_model_v3/call/results_vix_history_v5/metrics.json,r2_price  [Table T1 / all_metrics_v5.csv row call/results_vix_history_v5],0.9998482515681267,global,ROUNDED-OK,Call & VIX history & A & 0.999848 & 0.921333 & 0.657639 & 0.003114 \\
546,tab:t1,0.002985,0.002985,experiment output,train_model_v3/call/results_vix_history_don_v5/metrics.json,mae_price  [Table T1 / all_metrics_v5.csv row call/results_vix_history_don_v5],0.002984663655104316,global,ROUNDED-OK,Call & VIX history & B & 0.998125 & 0.939874 & 0.574940 & 0.002985 \\
546,tab:t1,0.574940,0.57494,experiment output,train_model_v3/call/results_vix_history_don_v5/metrics.json,rmse_log  [Table T1 / all_metrics_v5.csv row call/results_vix_history_don_v5],0.5749402400745562,global,ROUNDED-OK,Call & VIX history & B & 0.998125 & 0.939874 & 0.574940 & 0.002985 \\
546,tab:t1,0.939874,0.939874,experiment output,train_model_v3/call/results_vix_history_don_v5/metrics.json,r2_log_filtered  [Table T1 / all_metrics_v5.csv row call/results_vix_history_don_v5],0.9398735672090671,global,ROUNDED-OK,Call & VIX history & B & 0.998125 & 0.939874 & 0.574940 & 0.002985 \\
546,tab:t1,0.998125,0.998125,experiment output,train_model_v3/call/results_vix_history_don_v5/metrics.json,r2_price  [Table T1 / all_metrics_v5.csv row call/results_vix_history_don_v5],0.9981254195370237,global,ROUNDED-OK,Call & VIX history & B & 0.998125 & 0.939874 & 0.574940 & 0.002985 \\
548,tab:t1,0.000823,0.000823,experiment output,train_model_v3/put/results_vol_surface_v5/metrics.json,mae_price  [Table T1 / all_metrics_v5.csv row put/results_vol_surface_v5],0.0008229161508829408,global,ROUNDED-OK,Put  & IV surface  & A & 0.992553 & \textbf{0.977898} & 0.294136 & 0.000823 \\
548,tab:t1,0.294136,0.294136,experiment output,train_model_v3/put/results_vol_surface_v5/metrics.json,rmse_log  [Table T1 / all_metrics_v5.csv row put/results_vol_surface_v5  [by-line review: put IV-surface architecture-A RMSE(log)]],0.29413612316348053,line,ROUNDED-OK,Put  & IV surface  & A & 0.992553 & \textbf{0.977898} & 0.294136 & 0.000823 \\
548,tab:t1,0.977898,0.977898,experiment output,train_model_v3/put/results_vol_surface_v5/metrics.json,r2_log_filtered  [Table T1 / all_metrics_v5.csv row put/results_vol_surface_v5  [by-line review: put IV-surface architecture-A R2(log)]],0.9778980973298367,line,ROUNDED-OK,Put  & IV surface  & A & 0.992553 & \textbf{0.977898} & 0.294136 & 0.000823 \\
548,tab:t1,0.992553,0.992553,experiment output,train_model_v3/put/results_vol_surface_v5/metrics.json,r2_price  [Table T1 / all_metrics_v5.csv row put/results_vol_surface_v5  [by-line review: put IV-surface architecture-A R2(price)]],0.9925532371315967,line,ROUNDED-OK,Put  & IV surface  & A & 0.992553 & \textbf{0.977898} & 0.294136 & 0.000823 \\
549,tab:t1,0.000659,0.000659,experiment output,train_model_v3/put/results_vol_surface_don_v5/metrics.json,mae_price  [Table T1 / all_metrics_v5.csv row put/results_vol_surface_don_v5],0.0006594783875624334,global,ROUNDED-OK,Put  & IV surface  & B & 0.993780 & 0.981298 & 0.270566 & 0.000659 \\
549,tab:t1,0.270566,0.270566,experiment output,train_model_v3/put/results_vol_surface_don_v5/metrics.json,rmse_log  [Table T1 / all_metrics_v5.csv row put/results_vol_surface_don_v5],0.27056614147830615,global,ROUNDED-OK,Put  & IV surface  & B & 0.993780 & 0.981298 & 0.270566 & 0.000659 \\
549,tab:t1,0.981298,0.981298,experiment output,train_model_v3/put/results_vol_surface_don_v5/metrics.json,r2_log_filtered  [Table T1 / all_metrics_v5.csv row put/results_vol_surface_don_v5  [by-line review: put IV-surface architecture-B R2(log)]],0.9812983540582504,line,ROUNDED-OK,Put  & IV surface  & B & 0.993780 & 0.981298 & 0.270566 & 0.000659 \\
549,tab:t1,0.993780,0.99378,experiment output,train_model_v3/put/results_vol_surface_don_v5/metrics.json,r2_price  [Table T1 / all_metrics_v5.csv row put/results_vol_surface_don_v5  [by-line review: put IV-surface architecture-B R2(price)]],0.9937798418402081,line,ROUNDED-OK,Put  & IV surface  & B & 0.993780 & 0.981298 & 0.270566 & 0.000659 \\
550,tab:t1,0.002484,0.002484,experiment output,train_model_v3/put/results_spot_history_v5/metrics.json,mae_price  [Table T1 / all_metrics_v5.csv row put/results_spot_history_v5],0.0024844139398648743,global,ROUNDED-OK,Put  & SPX history & A & 0.952078 & 0.909410 & 0.595489 & 0.002484 \\
550,tab:t1,0.595489,0.595489,experiment output,train_model_v3/put/results_spot_history_v5/metrics.json,rmse_log  [Table T1 / all_metrics_v5.csv row put/results_spot_history_v5],0.5954885154998816,global,ROUNDED-OK,Put  & SPX history & A & 0.952078 & 0.909410 & 0.595489 & 0.002484 \\
550,tab:t1,0.909410,0.90941,experiment output,train_model_v3/put/results_spot_history_v5/metrics.json,r2_log_filtered  [Table T1 / all_metrics_v5.csv row put/results_spot_history_v5],0.9094101137091193,global,ROUNDED-OK,Put  & SPX history & A & 0.952078 & 0.909410 & 0.595489 & 0.002484 \\
550,tab:t1,0.952078,0.952078,experiment output,train_model_v3/put/results_spot_history_v5/metrics.json,r2_price  [Table T1 / all_metrics_v5.csv row put/results_spot_history_v5],0.9520775628995344,global,ROUNDED-OK,Put  & SPX history & A & 0.952078 & 0.909410 & 0.595489 & 0.002484 \\
551,tab:t1,0.002847,0.002847,experiment output,train_model_v3/put/results_spot_history_don_v5/metrics.json,mae_price  [Table T1 / all_metrics_v5.csv row put/results_spot_history_don_v5],0.0028473957569844282,global,ROUNDED-OK,Put  & SPX history & B & 0.942330 & 0.901553 & 0.620777 & 0.002847 \\
551,tab:t1,0.620777,0.620777,experiment output,train_model_v3/put/results_spot_history_don_v5/metrics.json,rmse_log  [Table T1 / all_metrics_v5.csv row put/results_spot_history_don_v5],0.6207769979898434,global,ROUNDED-OK,Put  & SPX history & B & 0.942330 & 0.901553 & 0.620777 & 0.002847 \\
551,tab:t1,0.901553,0.901553,experiment output,train_model_v3/put/results_spot_history_don_v5/metrics.json,r2_log_filtered  [Table T1 / all_metrics_v5.csv row put/results_spot_history_don_v5],0.9015526190235676,global,ROUNDED-OK,Put  & SPX history & B & 0.942330 & 0.901553 & 0.620777 & 0.002847 \\
551,tab:t1,0.942330,0.94233,experiment output,train_model_v3/put/results_spot_history_don_v5/metrics.json,r2_price  [Table T1 / all_metrics_v5.csv row put/results_spot_history_don_v5],0.9423302021377294,global,ROUNDED-OK,Put  & SPX history & B & 0.942330 & 0.901553 & 0.620777 & 0.002847 \\
552,tab:t1,0.002429,0.002429,experiment output,train_model_v3/put/results_vix_history_v5/metrics.json,mae_price  [Table T1 / all_metrics_v5.csv row put/results_vix_history_v5],0.002429325382956674,global,ROUNDED-OK,Put  & VIX history & A & 0.962518 & 0.920722 & 0.557070 & 0.002429 \\
552,tab:t1,0.557070,0.55707,experiment output,train_model_v3/put/results_vix_history_v5/metrics.json,rmse_log  [Table T1 / all_metrics_v5.csv row put/results_vix_history_v5],0.5570700879366098,global,ROUNDED-OK,Put  & VIX history & A & 0.962518 & 0.920722 & 0.557070 & 0.002429 \\
